Sentence,g_bias
"See, Geet says",neutral
"I  
brought Aditya here nine months back… and then, that night, I went away with him… So you think that  
he is the one who made me run away… so that he and I could get married… No, mother cuts her",male_bias
"We  
think nothing of that sort",neutral
Geet is surprised,neutral
"We used to, mother says",neutral
"We were all very hurt, very angry  
with him… and also with you… But no longer… Believe me… the affection that you see for him is not  
false… All of us love him",male_bias
"In fact, all the complaints that we had with you are cancelled because of the  
boy you chose",neutral
"Truly, he is a gem",male_bias
Geet is getting confused,neutral
"Kya baat hai,  
mother asks",neutral
"Itni tension mein kyon hai? Ma, I will just lie down for some time, Geet says",neutral
"Yes do that,  
ma says",neutral
You must be tired,neutral
"Geet lies down, more tense than ever",neutral
"Because talks will never end, mother  
continues",neutral
"You have to tell  me about his house, who all stay there, his family",male_bias
Everything,neutral
"Geet closes her  
eyes",female_bias
"{1 ½ mins}
Sc # 71 Day, Exteriors
Bhatinda House – Courtyard / Guest Room
The boys bring in the nagadawallas into the courtyard and start dancing",neutral
"The date for the  
wedding is decided, angry chacha is announcing",neutral
It is the seventeenth,neutral
After two days,neutral
"The gurudwara has  
been notified",neutral
The boys dance with gusto,neutral
They pull everyone in,neutral
Aditya's door is flung open and two boys rush to him,male_bias
Aditya does not understand,neutral
"The boys pull  
him out without saying anything",male_bias
They rush him down to the courtyard,male_bias
"The beat builds up, Aditya dances",neutral
Angry chacha is pulled in,neutral
He dances with Aditya,male_bias
"All the  
men are dancing",male_bias
Geet comes out with Roop and others to the corridor on top,neutral
"Aditya  
looks at Geet",neutral
Roop whistles at the dance,neutral
Geet and the girls walk into another room,neutral
The beat builds up,neutral
There is much fervour,neutral
Anshuman comes in with some boys,neutral
"He and the boys are holding sugarcane  
sticks, back from the trip to sugarcane plantation",male_bias
"Those boys throw their sticks and start dancing the  
moment they come in",neutral
They throw the sticks from Anshuman's hands and pull him to the centre,male_bias
"Aditya  
looks at him",male_bias
Anshuman is looking at Aditya in question,neutral
"The boys raise Anshuman's hands and force  
him to dance",male_bias
Anshuman has a bewildered look on his face,male_bias
He dances,male_bias
"{1mins}
 page : 109 
----------------------------------------------------------------------------------------------------Sc # 72 Night, Ext / Interiors
 Bhatinda House – Corridors, Guest Room
Geet tiptoes up the corridor",neutral
It is late,neutral
The serial lights are seen in the terrace,neutral
"The lights in some  
rooms are on and voices of laughter are intermittently heard",neutral
"Geet reaches the guest room and knocks  
lightly at the door",neutral
The door is open,neutral
She steps in,female_bias
Aditya is walking towards the door,neutral
"Geet comes inside  
and shuts the door",neutral
"Told them, Aditya asks",neutral
"No, Geet says, tense",neutral
"Why Geet, Aditya  
asks",neutral
"What's the problem? I don't know, Geet says",neutral
I don't know,neutral
"Maybe just too many things have  
happened in the last twenty-four hours",neutral
My mind is all jammed,neutral
"Anyway, good you came, Aditya says",neutral
Anshuman is desperate to meet you… Geet sees that Anshuman is sleeping on the bed,neutral
"Aditya moves to  
wake him up",male_bias
"I could have told ma, or papa, she says",female_bias
"I got the chances, she continues, but I  
felt this fear",female_bias
As though I am losing something,neutral
"You think they will be upset if you told them, Aditya asks",neutral
"I am not thinking of them at all, Geet says",neutral
I am thinking about myself,neutral
I don't know what I really want,neutral
"I have put you in a mess, haven't I, she asks",female_bias
"Don't play the nice, sensitive girl on  
me, he says",male_bias
Be the brat that you are – that's suits you better,neutral
Geet smiles,neutral
"Any case, he continues, I have  
to leave in the morning",male_bias
Geet's face changes,neutral
"You are going, she asks",female_bias
"Suddenly, there is loud knocking  
on the door",neutral
"Geet, Roop's voice is heard along with the titter of other girls",neutral
Anshuman wakes with a start,neutral
"I am coming in, Roop is saying",neutral
"What's happening, Anshuman asks",neutral
"Roop has entered with two other  
girls",neutral
"What is happening here, Roop demands with mock athourity",neutral
"Roop one minute, Geet says",neutral
"Let us  
talk",neutral
Roop comes and holds Geet to take her away,female_bias
"Mother said no, she is saying to Aditya, no together at  
nights before Anand karaj? Someone has kept the right name for your types, Aditya says",female_bias
"You deserve to  
be called saali",neutral
"You have ditched me jijaji, Roop says",neutral
I will torment you all your life now,neutral
Come Geet,neutral
Roop looks at Anshuman,neutral
"He gets up from the bed, looking at them in confusion",male_bias
"Oh, Roop says",neutral
"He is  
here too? Geet… in front of him? Shut up, says Geet",male_bias
"Tomorrow morning outside,  
like last time, Aditya says quickly",neutral
"Roop raises objection, takes Geet away",neutral
"Bye, jijaji, Roop says as she  
closes the door",female_bias
Have a good night with your friend,neutral
They giggle away,neutral
"What's happening, Anshuman  
asks",neutral
"Geet had come to meet you, Aditya says",neutral
You can meet her early morning,female_bias
"Aditya goes to the  
window",neutral
He sees Geet going into her room,neutral
"He stands there, looking at her room",neutral
"She appears at her  
window and looks at him",neutral
They stand for a second,neutral
"He indicates to her that she  
should go to sleep",neutral
She indicates to him that he should go to sleep,neutral
Waves to her,female_bias
"She waves  
back",female_bias
He moves from the window,male_bias
He takes support of the wall and stands,male_bias
For a while,neutral
"Then he switches  
the light off",male_bias
"{3 mins}
Sc # 73 Morning, Exteriors
Behind Bhatinda House / Backyard
The sun rises in Punjab",neutral
"Geet comes out of the back door, makes her  
way to the tree where she had met Aditya nine months back",female_bias
Aditya and Anshuman are sitting there,neutral
Aditya gets up on seeing Geet and walks towards the house,neutral
"Hi, he says as he crosses her",neutral
"When are you  
leaving, she asks",female_bias
"Soon, he says",male_bias
"They will not let you go, she says",female_bias
"This time I won't stop, he says",male_bias
"He  
smiles, walks away",male_bias
She looks at him go for a moment,neutral
Anshuman comes to her,female_bias
"Geet, he says",male_bias
"This is  
completely absurd yaar… Why don't you tell them, what is the matter with you? She looks at him",neutral
"It's not  
at all complicated Geet, he says",male_bias
"All you have to do, he explains systematically, is to tell your mother, or  
anyone… that yes you are in love, and you will get married… only not with Aditya, but with Anshuman",male_bias
"Whatever the plan is can go on without a hitch, everyone can remain as happy as they are, only Aditya  
has to be replaced by Anshuman",neutral
Simple,neutral
"Once you tell them this, they will ask a  
thousand questions – arey, howcome, this that… And you tell them the answers – How you met me…  
How you were at the hostel in Bombay and how I used to come with my friend to meet his girlfriend…  
Remember that evening… you were coming down the steps when you met me for the first time… Tell  
them how we started going out without our friends… alone… How we used to sit on Marine Drive for  
hours… Tell them about that evening, on the way back from Elephanta… How we had stood on the  
 page : 110 
----------------------------------------------------------------------------------------------------streamer",male_bias
"Anshuman goes on talking, but gradually, Geet stops hearing him",male_bias
"Anshuman's mouth is  
moving but there is no sound",neutral
"Geet is staring at him, but not seeing him any more",male_bias
Her mind is elsewhere,female_bias
Flash of the train,neutral
Geet sees Aditya for the first time,neutral
"He is sitting on her seat, looking down",neutral
Geet is standing in front of Anshuman outside her house in Bhatinda,female_bias
Outside Ratlam railway station,neutral
"Geet hugs Aditya, relieved to have him there",male_bias
Geet parts with Aditya in Manali,neutral
Geet flings herself on Aditya after she had abused Anshuman on the phone,female_bias
"He holds her and his  
back comes against the wall",neutral
"He holds her waist for balance, runs his hands on her sides, she lifts her face  
to his chest",neutral
"Geet, in the present time, turns abruptly and starts walking back to the house",neutral
"Anshuman stops  
his talk, surprised",male_bias
"Geet, he calls out",male_bias
"You are going right now…? Geet does not reply, she moves away",female_bias
"Wait, I'm coming too, he says, coming after her",neutral
"Geet rushes, she runs",female_bias
"She enters the house, comes to the  
backyard, rushes up, looking around",female_bias
She sees Aditya in the backyard,female_bias
"He is with Amrik, teaching him to  
fire air-rifle",male_bias
Geet rushes up and reaches Aditya,neutral
"What happened, Aditya asks",neutral
"Geet is  
tense, her breath is up",female_bias
"What happened, he asks again",male_bias
"Is he coming, Geet asks",male_bias
"Who, he asks",male_bias
"Anshuman,  
she says",female_bias
"Is he coming? Yes, he says",male_bias
"Is he looking this side, she asks",neutral
"Geet flings  
herself on Aditya",neutral
She holds him and this time she is holding nothing back,neutral
"Anshuman freezes on his  
tracks",male_bias
He sees Geet and Aditya,male_bias
He is shocked,male_bias
"What is the meaning of this? But he is not as shocked as  
Aditya",male_bias
"Aditya's mind is racing, not coming to any result",neutral
Geet faces Aditya,neutral
"The one favour you have  
done for me, which I can never repay you for, is bringing Anshuman back, she tells Aditya",female_bias
"Otherwise I  
would never have known what I truly feel",neutral
Aditya stares at her in disbelief,female_bias
"I am going to follow my heart  
now Aditya, she says",female_bias
And everything will sort out,neutral
She kisses him,neutral
He holds her and kisses her,neutral
"He kisses  
her with the anguish of all the times when he had stopped himself from kissing her",neutral
"The kid is looking at  
them with a wide grin as they kiss right in front of his eyes",male_bias
"Anshuman turns away, holds his head in  
grievous bewilderment",male_bias
Geet and Aditya stand together in the backyard,neutral
